dt,day,hour,minute,tag,in_worker,out_worker,in_pollen,out_pollen,in_drone,out_drone
2025-09-02 06:39:09,2,6,39,TX2_6,215,125,0,1,0,0
2025-09-02 06:44:09,2,6,44,TX2_6,242,150,1,0,0,0
2025-09-02 06:49:09,2,6,49,TX2_6,170,117,1,0,0,0
2025-09-02 06:54:09,2,6,54,TX2_6,195,126,1,1,0,0
2025-09-02 06:59:09,2,6,59,TX2_6,162,105,1,0,0,0
2025-09-02 07:04:09,2,7,4,TX2_6,194,148,3,0,0,0
2025-09-02 07:09:09,2,7,9,TX2_6,221,122,5,0,0,0
2025-09-02 07:14:09,2,7,14,TX2_6,206,125,2,1,0,0
2025-09-02 07:19:09,2,7,19,TX2_6,197,112,4,4,0,0
2025-09-02 07:24:09,2,7,24,TX2_6,214,137,4,2,0,1
2025-09-02 07:29:10,2,7,29,TX2_6,198,116,1,2,0,0
2025-09-02 07:34:10,2,7,34,TX2_6,187,119,2,2,0,0
2025-09-02 07:39:10,2,7,39,TX2_6,195,120,3,3,0,0
2025-09-02 07:44:10,2,7,44,TX2_6,227,131,1,2,0,0
2025-09-02 07:49:10,2,7,49,TX2_6,219,151,2,2,0,0
2025-09-02 07:54:10,2,7,54,TX2_6,216,146,4,5,0,0
2025-09-02 07:59:10,2,7,59,TX2_6,198,113,2,2,0,0
2025-09-02 08:04:10,2,8,4,TX2_6,173,93,4,1,0,0
2025-09-02 08:09:10,2,8,9,TX2_6,216,130,5,1,0,0
2025-09-02 08:14:10,2,8,14,TX2_6,200,114,4,1,0,0
2025-09-02 08:19:10,2,8,19,TX2_6,202,159,5,1,0,0
2025-09-02 08:24:10,2,8,24,TX2_6,230,144,2,2,0,0
2025-09-02 08:29:10,2,8,29,TX2_6,209,125,6,1,0,0
2025-09-02 08:34:10,2,8,34,TX2_6,216,123,4,0,0,0
2025-09-02 08:39:10,2,8,39,TX2_6,199,118,1,0,0,0
2025-09-02 08:44:10,2,8,44,TX2_6,199,126,6,0,0,0
2025-09-02 08:49:10,2,8,49,TX2_6,214,142,2,2,0,0
2025-09-02 08:54:10,2,8,54,TX2_6,265,145,4,0,0,0
2025-09-02 08:59:10,2,8,59,TX2_6,213,128,7,2,0,0
2025-09-02 09:04:11,2,9,4,TX2_6,317,229,1,1,0,0
2025-09-02 09:09:11,2,9,9,TX2_6,213,145,3,0,0,0
2025-09-02 09:14:11,2,9,14,TX2_6,223,134,3,1,0,0
2025-09-02 09:19:11,2,9,19,TX2_6,205,127,3,1,0,0
2025-09-02 09:24:11,2,9,24,TX2_6,204,120,2,0,0,0
2025-09-02 09:29:11,2,9,29,TX2_6,225,102,7,3,0,0
2025-09-02 09:34:11,2,9,34,TX2_6,222,122,6,1,0,0
2025-09-02 09:39:11,2,9,39,TX2_6,232,134,4,2,0,0
2025-09-02 09:44:11,2,9,44,TX2_6,252,119,12,2,5,2
2025-09-02 09:49:11,2,9,49,TX2_6,195,103,11,3,0,0
2025-09-02 09:54:11,2,9,54,TX2_6,208,100,11,0,0,0
2025-09-02 09:59:11,2,9,59,TX2_6,269,145,12,4,0,0
2025-09-02 10:04:11,2,10,4,TX2_6,246,175,11,2,0,0
2025-09-02 10:09:11,2,10,9,TX2_6,275,130,8,0,0,0
2025-09-02 10:14:11,2,10,14,TX2_6,235,133,6,2,0,0
2025-09-02 10:19:11,2,10,19,TX2_6,254,152,9,2,0,0
2025-09-02 10:24:11,2,10,24,TX2_6,245,170,8,4,0,0
2025-09-02 10:29:11,2,10,29,TX2_6,251,133,5,2,0,0
2025-09-02 10:34:11,2,10,34,TX2_6,269,106,10,2,0,0
2025-09-02 10:39:11,2,10,39,TX2_6,280,108,9,2,0,0
2025-09-02 10:44:12,2,10,44,TX2_6,242,107,11,4,0,0
2025-09-02 10:49:12,2,10,49,TX2_6,221,117,5,2,0,0
2025-09-02 10:54:12,2,10,54,TX2_6,245,86,9,1,0,0
2025-09-02 10:59:12,2,10,59,TX2_6,221,109,12,0,0,0
2025-09-02 11:04:12,2,11,4,TX2_6,204,88,21,2,0,0
2025-09-02 11:09:12,2,11,9,TX2_6,227,124,10,6,0,1
2025-09-02 11:14:12,2,11,14,TX2_6,233,96,13,3,0,0
2025-09-02 11:19:12,2,11,19,TX2_6,219,111,12,3,0,0
2025-09-02 11:24:12,2,11,24,TX2_6,237,115,13,7,0,0
2025-09-02 11:29:12,2,11,29,TX2_6,219,94,12,5,1,0
2025-09-02 11:34:12,2,11,34,TX2_6,241,101,14,2,0,0
2025-09-02 11:39:12,2,11,39,TX2_6,196,102,18,4,0,0
2025-09-02 11:44:12,2,11,44,TX2_6,263,107,15,6,0,0
2025-09-02 11:49:12,2,11,49,TX2_6,262,103,13,3,0,1
2025-09-02 11:54:12,2,11,54,TX2_6,310,102,12,3,0,0
2025-09-02 11:59:12,2,11,59,TX2_6,236,129,4,0,1,0
2025-09-02 12:04:12,2,12,4,TX2_6,220,128,0,0,0,0
2025-09-02 12:09:12,2,12,9,TX2_6,258,124,0,0,0,0
2025-09-02 12:14:13,2,12,14,TX2_6,251,132,1,1,0,0
2025-09-02 12:19:13,2,12,19,TX2_6,234,100,1,0,0,0
2025-09-02 12:24:13,2,12,24,TX2_6,195,101,3,1,0,0
2025-09-02 12:29:13,2,12,29,TX2_6,258,145,2,0,0,0
2025-09-02 12:34:13,2,12,34,TX2_6,202,87,1,0,0,0
2025-09-02 12:39:13,2,12,39,TX2_6,246,106,0,1,0,0
2025-09-02 12:44:13,2,12,44,TX2_6,238,95,2,0,0,0
2025-09-02 12:49:13,2,12,49,TX2_6,191,54,0,0,0,0
2025-09-02 12:54:13,2,12,54,TX2_6,149,86,0,0,0,0
2025-09-02 12:59:13,2,12,59,TX2_6,224,106,0,0,0,0
2025-09-02 13:04:13,2,13,4,TX2_6,183,125,0,0,0,0
2025-09-02 13:09:13,2,13,9,TX2_6,219,134,0,0,0,0
2025-09-02 13:14:13,2,13,14,TX2_6,213,166,0,0,0,0
2025-09-02 13:19:13,2,13,19,TX2_6,191,135,0,0,0,0
2025-09-02 13:24:13,2,13,24,TX2_6,213,147,1,0,0,0
2025-09-02 13:29:13,2,13,29,TX2_6,185,136,0,0,0,0
2025-09-02 13:34:13,2,13,34,TX2_6,189,151,0,0,0,0
2025-09-02 13:39:14,2,13,39,TX2_6,195,131,0,0,0,0
2025-09-02 13:44:14,2,13,44,TX2_6,139,125,0,0,0,0
2025-09-02 13:49:14,2,13,49,TX2_6,191,179,0,0,0,0
2025-09-02 13:54:14,2,13,54,TX2_6,201,137,0,0,0,0
2025-09-02 13:59:14,2,13,59,TX2_6,182,145,0,0,0,0
2025-09-02 14:04:14,2,14,4,TX2_6,168,141,0,0,0,0
2025-09-02 14:09:14,2,14,9,TX2_6,191,147,0,0,0,0
2025-09-02 14:14:14,2,14,14,TX2_6,153,149,0,0,0,0
2025-09-02 14:19:14,2,14,19,TX2_6,200,124,0,0,0,0
2025-09-02 14:24:14,2,14,24,TX2_6,204,140,0,0,0,0
2025-09-02 14:29:14,2,14,29,TX2_6,223,168,0,0,0,0
2025-09-02 14:34:14,2,14,34,TX2_6,200,150,0,0,0,0
2025-09-02 14:39:14,2,14,39,TX2_6,301,254,0,0,0,0
2025-09-02 14:44:14,2,14,44,TX2_6,337,254,0,0,0,0
2025-09-02 14:49:14,2,14,49,TX2_6,469,318,0,0,0,0
2025-09-02 14:54:14,2,14,54,TX2_6,570,336,0,0,0,0
2025-09-02 14:59:14,2,14,59,TX2_6,652,335,0,1,0,0
2025-09-02 15:04:14,2,15,4,TX2_6,573,338,2,0,0,0
2025-09-02 15:09:14,2,15,9,TX2_6,561,339,0,0,0,0
2025-09-02 15:14:15,2,15,14,TX2_6,507,291,1,1,0,0
2025-09-02 15:19:15,2,15,19,TX2_6,555,288,0,0,0,0
2025-09-02 15:24:15,2,15,24,TX2_6,477,249,0,0,0,0
2025-09-02 15:29:15,2,15,29,TX2_6,416,249,1,0,0,0
2025-09-02 15:34:15,2,15,34,TX2_6,305,165,1,0,0,0
2025-09-02 15:39:15,2,15,39,TX2_6,291,176,0,0,0,0
2025-09-02 15:44:15,2,15,44,TX2_6,253,159,1,0,0,0
2025-09-02 15:49:15,2,15,49,TX2_6,253,126,2,1,0,0
2025-09-02 15:54:15,2,15,54,TX2_6,223,126,1,1,0,0
2025-09-02 15:59:15,2,15,59,TX2_6,272,179,0,0,0,0
2025-09-02 16:04:15,2,16,4,TX2_6,231,128,0,1,0,0
2025-09-02 16:09:15,2,16,9,TX2_6,235,145,0,0,0,0
2025-09-02 16:14:15,2,16,14,TX2_6,317,216,1,0,0,0
2025-09-02 16:19:15,2,16,19,TX2_6,295,218,1,0,0,0
2025-09-02 16:24:15,2,16,24,TX2_6,282,197,0,0,0,0
2025-09-02 16:29:15,2,16,29,TX2_6,189,123,0,1,0,0
2025-09-02 16:34:15,2,16,34,TX2_6,259,187,1,0,0,0
2025-09-02 16:39:16,2,16,39,TX2_6,290,185,0,0,0,0
2025-09-02 16:44:16,2,16,44,TX2_6,296,153,0,0,0,0
2025-09-02 16:49:16,2,16,49,TX2_6,240,166,1,0,0,0
2025-09-02 16:54:16,2,16,54,TX2_6,270,173,1,1,0,0
2025-09-02 16:59:16,2,16,59,TX2_6,361,238,2,0,0,0
2025-09-02 17:04:16,2,17,4,TX2_6,293,150,0,0,0,0
2025-09-02 17:09:16,2,17,9,TX2_6,334,212,0,0,0,0
2025-09-02 17:14:16,2,17,14,TX2_6,282,148,0,0,0,0
2025-09-02 17:19:16,2,17,19,TX2_6,281,153,0,0,0,0
2025-09-02 17:24:16,2,17,24,TX2_6,240,138,0,0,0,0
2025-09-02 17:29:16,2,17,29,TX2_6,257,158,0,0,0,0
2025-09-02 17:34:16,2,17,34,TX2_6,342,225,0,0,0,0
2025-09-02 17:39:16,2,17,39,TX2_6,253,107,0,0,0,0
2025-09-02 17:44:16,2,17,44,TX2_6,253,125,0,0,0,0
2025-09-02 17:49:16,2,17,49,TX2_6,257,143,1,0,0,0
2025-09-02 17:54:16,2,17,54,TX2_6,334,214,0,0,0,0
2025-09-02 17:59:16,2,17,59,TX2_6,316,154,0,0,0,0
2025-09-02 18:04:16,2,18,4,TX2_6,264,119,1,0,0,0
2025-09-02 18:09:16,2,18,9,TX2_6,293,177,0,0,0,0
2025-09-02 18:14:17,2,18,14,TX2_6,267,199,0,0,0,0
2025-09-02 18:19:17,2,18,19,TX2_6,250,161,0,0,0,0
2025-09-02 18:24:17,2,18,24,TX2_6,298,166,0,0,0,0
2025-09-02 18:29:17,2,18,29,TX2_6,194,139,0,0,0,0
2025-09-02 18:34:17,2,18,34,TX2_6,150,105,0,0,0,0
2025-09-02 18:39:17,2,18,39,TX2_6,134,110,0,0,0,0
2025-09-02 18:44:17,2,18,44,TX2_6,140,118,0,0,0,0
2025-09-02 18:49:17,2,18,49,TX2_6,163,134,0,0,0,0
2025-09-02 18:54:17,2,18,54,TX2_6,184,149,0,0,0,0
2025-09-02 18:59:17,2,18,59,TX2_6,177,148,0,0,0,0
2025-09-02 19:04:17,2,19,4,TX2_6,165,105,0,0,0,0
2025-09-02 19:09:17,2,19,9,TX2_6,144,145,0,0,0,0
2025-09-02 22:45:55,2,22,45,TX2_6,83,102,1,1,4,8
2025-09-02 22:50:55,2,22,50,TX2_6,81,109,3,5,4,11
2025-09-02 22:55:55,2,22,55,TX2_6,125,121,1,5,8,14
2025-09-02 23:00:55,2,23,0,TX2_6,112,92,5,4,3,7
2025-09-02 23:05:55,2,23,5,TX2_6,97,92,0,5,10,10
2025-09-02 23:10:55,2,23,10,TX2_6,103,81,3,2,5,15
2025-09-02 23:15:55,2,23,15,TX2_6,101,87,1,3,2,6
2025-09-02 23:20:55,2,23,20,TX2_6,116,103,2,6,8,12
2025-09-02 23:25:55,2,23,25,TX2_6,117,115,3,3,14,12
2025-09-02 23:30:55,2,23,30,TX2_6,105,111,0,0,0,0
2025-09-02 23:35:55,2,23,35,TX2_6,122,94,0,0,0,0
2025-09-02 23:40:55,2,23,40,TX2_6,102,109,0,0,0,0
2025-09-02 23:45:55,2,23,45,TX2_6,86,92,0,0,0,0
2025-09-02 23:50:56,2,23,50,TX2_6,95,108,0,0,0,0
2025-09-02 23:55:56,2,23,55,TX2_6,101,111,0,0,0,0
2025-09-03 00:00:56,3,0,0,TX2_6,125,113,0,0,0,0
2025-09-03 00:05:56,3,0,5,TX2_6,114,100,0,0,0,0
2025-09-03 00:10:56,3,0,10,TX2_6,120,106,0,0,0,0
2025-09-03 00:15:56,3,0,15,TX2_6,95,112,0,0,0,0
2025-09-03 00:20:56,3,0,20,TX2_6,109,113,0,0,0,0
2025-09-03 00:25:56,3,0,25,TX2_6,109,109,0,0,0,0
2025-09-03 00:30:56,3,0,30,TX2_6,119,121,0,0,0,0
2025-09-03 00:35:56,3,0,35,TX2_6,99,106,0,0,0,0
2025-09-03 00:40:56,3,0,40,TX2_6,95,94,0,0,0,0
2025-09-03 00:45:56,3,0,45,TX2_6,117,115,0,0,0,0
2025-09-03 00:50:56,3,0,50,TX2_6,117,131,0,0,0,0
2025-09-03 00:55:56,3,0,55,TX2_6,120,121,0,0,0,0
2025-09-03 01:00:56,3,1,0,TX2_6,139,111,0,0,0,0
2025-09-03 01:05:56,3,1,5,TX2_6,114,103,0,0,0,0
2025-09-03 01:10:56,3,1,10,TX2_6,114,101,0,0,0,0
2025-09-03 01:15:56,3,1,15,TX2_6,104,120,0,0,0,0
2025-09-03 01:20:56,3,1,20,TX2_6,129,126,0,0,0,0
2025-09-03 01:25:56,3,1,25,TX2_6,129,119,0,0,0,0
2025-09-03 01:30:56,3,1,30,TX2_6,119,107,0,0,0,0
2025-09-03 01:35:56,3,1,35,TX2_6,137,132,0,0,0,0
2025-09-03 01:40:56,3,1,40,TX2_6,119,120,0,0,0,0
2025-09-03 01:45:57,3,1,45,TX2_6,100,82,0,0,0,0
2025-09-03 01:50:57,3,1,50,TX2_6,104,117,0,0,0,0
2025-09-03 01:55:57,3,1,55,TX2_6,122,109,0,0,0,0
2025-09-03 02:00:57,3,2,0,TX2_6,86,77,0,0,0,0
2025-09-03 02:05:57,3,2,5,TX2_6,121,113,0,0,0,0
2025-09-03 02:10:57,3,2,10,TX2_6,123,104,0,0,0,0
2025-09-03 02:15:57,3,2,15,TX2_6,126,107,0,0,0,0
2025-09-03 02:20:57,3,2,20,TX2_6,134,122,0,0,0,0
2025-09-03 02:25:57,3,2,25,TX2_6,110,124,0,0,0,0
2025-09-03 02:30:57,3,2,30,TX2_6,121,106,0,0,0,0
2025-09-03 02:35:57,3,2,35,TX2_6,123,109,0,0,0,0
2025-09-03 02:40:57,3,2,40,TX2_6,121,120,0,0,0,0
2025-09-03 02:45:57,3,2,45,TX2_6,100,104,0,0,0,0
2025-09-03 02:50:57,3,2,50,TX2_6,112,126,0,0,0,0
2025-09-03 02:55:57,3,2,55,TX2_6,113,120,0,0,0,0
2025-09-03 03:00:57,3,3,0,TX2_6,127,126,0,0,0,0
2025-09-03 03:05:58,3,3,5,TX2_6,112,116,0,0,0,0
2025-09-03 03:10:58,3,3,10,TX2_6,91,93,0,0,0,0
2025-09-03 03:15:58,3,3,15,TX2_6,111,104,0,0,0,0
2025-09-03 03:20:58,3,3,20,TX2_6,76,91,0,0,0,0
2025-09-03 03:25:58,3,3,25,TX2_6,101,87,0,0,0,0
2025-09-03 03:30:58,3,3,30,TX2_6,111,99,1,2,2,3
2025-09-03 03:35:58,3,3,35,TX2_6,94,96,4,2,5,7
2025-09-03 03:40:58,3,3,40,TX2_6,101,88,3,3,9,10
2025-09-03 03:45:58,3,3,45,TX2_6,106,116,3,9,4,8
2025-09-03 03:50:58,3,3,50,TX2_6,95,65,4,4,11,11
2025-09-03 03:55:58,3,3,55,TX2_6,98,97,5,3,2,15
2025-09-03 04:00:58,3,4,0,TX2_6,119,99,2,5,7,7
2025-09-03 04:05:58,3,4,5,TX2_6,134,99,5,8,7,9
2025-09-03 04:10:58,3,4,10,TX2_6,120,127,5,7,15,11
2025-09-03 04:15:58,3,4,15,TX2_6,88,93,4,4,13,12
2025-09-03 04:20:58,3,4,20,TX2_6,127,114,2,5,9,4
2025-09-03 04:25:58,3,4,25,TX2_6,174,116,0,2,6,8
2025-09-03 04:30:59,3,4,30,TX2_6,142,140,0,1,2,4
2025-09-03 04:35:59,3,4,35,TX2_6,119,108,2,3,7,10
2025-09-03 04:40:59,3,4,40,TX2_6,146,145,3,3,8,12
2025-09-03 04:45:59,3,4,45,TX2_6,129,145,3,6,15,15
2025-09-03 04:50:59,3,4,50,TX2_6,124,112,4,7,14,14
2025-09-03 04:55:59,3,4,55,TX2_6,145,108,7,4,13,4
2025-09-03 05:00:59,3,5,0,TX2_6,166,143,8,3,12,10
2025-09-03 05:05:59,3,5,5,TX2_6,167,123,0,1,2,2
2025-09-03 05:10:59,3,5,10,TX2_6,146,153,0,0,0,1
2025-09-03 05:15:59,3,5,15,TX2_6,145,112,0,0,0,0
2025-09-03 05:20:59,3,5,20,TX2_6,144,107,0,0,0,0
2025-09-03 05:25:59,3,5,25,TX2_6,159,114,0,0,0,0
2025-09-03 05:30:59,3,5,30,TX2_6,205,161,0,0,0,0
2025-09-03 05:35:59,3,5,35,TX2_6,179,138,0,0,0,0
2025-09-03 05:40:59,3,5,40,TX2_6,189,191,0,0,0,0
2025-09-03 05:45:59,3,5,45,TX2_6,202,192,0,0,0,0
2025-09-03 05:50:59,3,5,50,TX2_6,173,119,0,0,0,0
2025-09-03 05:55:59,3,5,55,TX2_6,149,115,0,0,0,1
2025-09-03 06:01:00,3,6,1,TX2_6,144,99,0,0,0,0
2025-09-03 06:06:00,3,6,6,TX2_6,197,127,0,0,0,0
2025-09-03 06:11:00,3,6,11,TX2_6,187,140,0,0,0,0
2025-09-03 06:16:00,3,6,16,TX2_6,170,116,1,0,0,0
2025-09-03 06:21:00,3,6,21,TX2_6,152,125,0,0,0,0
2025-09-03 06:26:00,3,6,26,TX2_6,155,121,1,0,0,0
2025-09-03 06:31:00,3,6,31,TX2_6,158,122,0,0,0,0
2025-09-03 06:36:00,3,6,36,TX2_6,204,152,0,1,0,0
2025-09-03 06:41:00,3,6,41,TX2_6,152,108,3,0,0,0
2025-09-03 06:46:00,3,6,46,TX2_6,165,146,3,0,0,0
2025-09-03 06:51:00,3,6,51,TX2_6,178,117,5,1,0,0
2025-09-03 06:56:00,3,6,56,TX2_6,186,142,3,1,0,0
2025-09-03 07:01:00,3,7,1,TX2_6,199,157,1,2,0,0
2025-09-03 07:06:00,3,7,6,TX2_6,183,148,4,5,0,0
2025-09-03 07:11:00,3,7,11,TX2_6,228,151,17,6,8,11
2025-09-03 07:16:01,3,7,16,TX2_6,241,192,2,2,2,1
2025-09-03 07:21:01,3,7,21,TX2_6,154,97,11,0,0,0
2025-09-03 07:26:01,3,7,26,TX2_6,186,138,2,1,0,0
2025-09-03 07:31:01,3,7,31,TX2_6,185,104,8,0,0,0
2025-09-03 07:36:01,3,7,36,TX2_6,240,164,13,6,2,0
2025-09-03 07:41:01,3,7,41,TX2_6,240,160,7,2,0,0
2025-09-03 07:46:01,3,7,46,TX2_6,186,138,10,1,0,0
2025-09-03 07:51:01,3,7,51,TX2_6,220,124,19,8,6,9
2025-09-03 07:56:01,3,7,56,TX2_6,198,114,7,2,0,0
2025-09-03 08:01:01,3,8,1,TX2_6,183,122,23,6,22,10
2025-09-03 08:06:01,3,8,6,TX2_6,211,137,30,16,17,13
2025-09-03 08:11:01,3,8,11,TX2_6,196,154,32,11,20,9
2025-09-03 08:16:01,3,8,16,TX2_6,205,138,11,4,0,1
2025-09-03 08:21:01,3,8,21,TX2_6,158,119,24,7,18,10
2025-09-03 08:26:02,3,8,26,TX2_6,208,109,22,3,4,2
2025-09-03 08:31:02,3,8,31,TX2_6,226,108,10,4,0,0
2025-09-03 08:36:02,3,8,36,TX2_6,180,113,12,0,0,0
2025-09-03 08:41:02,3,8,41,TX2_6,200,108,10,2,0,0
2025-09-03 08:46:02,3,8,46,TX2_6,197,112,6,5,0,0
2025-09-03 08:51:02,3,8,51,TX2_6,225,110,6,3,0,0
2025-09-03 08:56:02,3,8,56,TX2_6,206,98,12,2,0,0
2025-09-03 09:01:02,3,9,1,TX2_6,213,111,10,3,0,0
2025-09-03 09:06:02,3,9,6,TX2_6,206,104,10,3,0,0
2025-09-03 09:11:02,3,9,11,TX2_6,236,121,15,0,0,0
2025-09-03 09:16:02,3,9,16,TX2_6,204,109,10,2,0,0
2025-09-03 09:21:02,3,9,21,TX2_6,185,94,11,6,0,1
2025-09-03 09:26:02,3,9,26,TX2_6,250,144,6,1,0,0
2025-09-03 09:31:02,3,9,31,TX2_6,239,94,6,2,0,0
2025-09-03 09:36:02,3,9,36,TX2_6,244,106,11,5,0,0
2025-09-03 09:41:03,3,9,41,TX2_6,214,110,7,2,0,0
2025-09-03 09:46:03,3,9,46,TX2_6,200,107,14,2,0,0
2025-09-03 09:51:03,3,9,51,TX2_6,219,122,12,1,0,0
2025-09-03 09:56:03,3,9,56,TX2_6,247,120,13,6,0,0
2025-09-03 10:01:03,3,10,1,TX2_6,202,92,9,5,0,0
2025-09-03 10:06:03,3,10,6,TX2_6,206,109,12,6,0,0
2025-09-03 10:11:03,3,10,11,TX2_6,224,101,20,1,0,0
2025-09-03 10:16:03,3,10,16,TX2_6,224,112,10,3,0,0
2025-09-03 10:21:03,3,10,21,TX2_6,207,107,5,3,0,0
